a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2016,281,BELC,3,2,1,WED,20,1,11,10,328941,369574,13,50, , , , , , , , , , 
2016,282,BELC,3,2,1,WED,20,1,12,0,339265,373924,13,30, , , , , , , , , , 
2016,283,CCGL,3,2,2,WED,20,1,12,13,294525,426337,1,30, , , , , , , , , , 
2016,284,ANTN,3,2,1,WED,20,1,13,40,336150,383172,13,30, , , , , , , , , , 
2016,285,ANTN,3,2,2,WED,20,1,13,15,334206,383706,13,30, , , , , , , , , , 
2016,286,ARND,1,1,1,WED,20,1,15,20,348130,373771,13,30,10,7,1,1,1,8,1,1,1,1
2016,287,CCGL,3,1,1,WED,20,1,16,4,268023,422441,13,30, , , , , , , , , , 
2016,288,MEAN,3,1,1,WED,20,1,16,9,309350,404188,13,20, , , , , , , , , , 
2016,289,NEMD,3,1,1,WED,20,1,10,45,299630,318739,13,30, , , , , , , , , , 
2016,290,MIDU,2,1,1,WED,20,1,17,19,284210,366555,13,30,3,7,1,1,4,1,1,1,1,1
2016,291,BELC,3,2,1,WED,20,1,17,39,328413,370892,13,30, , , , , , , , , , 
2016,292,LISC,3,2,1,WED,20,1,17,55,340900,373323,13,40, , , , , , , , , , 
2016,293,BELC,3,2,1,WED,20,1,18,30,337959,372419,13,30, , , , , , , , , , 
2016,294,ARND,3,1,1,WED,20,1,18,36,350780,380201,13,30, , , , , , , , , , 
2016,295,NEMD,3,2,1,WED,20,1,18,40,310666,322006,11,70, , , , , , , , , , 
2016,296,LISC,3,2,1,WED,20,1,18,53,324803,365738,13,40, , , , , , , , , , 
2016,297,BELC,3,1,1,WED,20,1,19,31,330761,370283,13,30, , , , , , , , , , 
2016,298,ARND,2,1,1,WED,20,1,20,0,348885,371937,13,40,1,1,1,1,4,1,1,1,1,1
2016,299,NEMD,3,2,1,WED,20,1,22,10,308986,325159,1,60, , , , , , , , , , 
2016,300,ARBC,3,2,2,THU,21,1,1,50,301289,353785,13,30, , , , , , , , , , 
2016,301,CCGL,2,1,1,THU,21,1,2,35,285797,439961,13,30,10,7,1,1,4,1,2,1,1,1
2016,302,ANTN,2,2,1,THU,21,1,7,39,331853,382438,13,30,12,7,1,1,4,2,2,1,1,1
2016,303,MIDU,3,2,1,THU,21,1,8,14,291260,391987,13,60, , , , , , , , , , 
2016,304,ANTN,3,1,1,WED,20,1,14,10,314936,387510,13,30, , , , , , , , , , 
2016,305,ARND,3,2,1,THU,21,1,8,29,347035,379012,13,60, , , , , , , , , , 
2016,306,ARBC,1,1,3,THU,21,1,8,30,295813,337147,13,60,1,1,1,1,2,1,2,1,1,1
2016,307,NEMD,2,1,1,THU,21,1,11,44,328401,321499,13,60,12,7,1,1,1,5,5,1,1,1
2016,308,BELC,3,2,1,THU,21,1,11,30,336925,374434,13,30, , , , , , , , , , 
2016,309,NEMD,3,2,1,THU,21,1,15,10,336591,352253,13,30, , , , , , , , , , 
2016,310,ANTN,3,2,1,THU,21,1,16,11,333603,381383,13,30, , , , , , , , , , 
2016,311,BELC,3,1,1,THU,21,1,16,30,331667,375156,13,30, , , , , , , , , , 
2016,312,NEMD,3,2,1,THU,21,1,17,5,291159,315235,13,30, , , , , , , , , , 
2016,313,FERO,3,2,1,THU,21,1,17,40,233051,366537,13,60, , , , , , , , , , 
2016,314,ARBC,3,2,1,THU,21,1,17,55,308022,358571,13,30, , , , , , , , , , 
2016,315,CCGL,3,2,1,THU,21,1,18,0,284489,418629,13,60, , , , , , , , , , 
2016,316,ARND,3,2,3,THU,21,1,18,18,356495,373406,13,60, , , , , , , , , , 
2016,317,MEAN,3,2,1,THU,21,1,18,25,340208,402767,13,30, , , , , , , , , , 
2016,318,MIDU,3,3,2,THU,21,1,19,8,281185,375946,13,60, , , , , , , , , , 
2016,319,BELC,3,2,1,THU,21,1,19,0,334243,373900,13,30, , , , , , , , , , 
2016,320,BELC,3,2,1,THU,21,1,19,38,333652,374990,13,30, , , , , , , , , , 
2016,321,NEMD,2,3,1,THU,21,1,19,55,339522,335060,13,60,1,1,1,1,6,5,2,1,1,1
2016,322,LISC,3,2,1,THU,21,1,19,30,333903,368394,11,50, , , , , , , , , , 
2016,323,CCGL,3,2,1,THU,21,1,20,10,263879,419135,13,60, , , , , , , , , , 
2016,324,BELC,3,2,1,THU,21,1,21,38,339974,373317,13,30, , , , , , , , , , 
2016,325,ARND,3,1,1,THU,21,1,22,20,343495,365989,13,60, , , , , , , , , , 
2016,326,BELC,3,2,1,FRI,22,1,1,55,333472,374541,13,30, , , , , , , , , , 
2016,327,BELC,3,2,1,FRI,22,1,4,45,331863,375004,13,30, , , , , , , , , , 
2016,328,BELC,3,2,1,FRI,22,1,7,15,334329,375417,13,30, , , , , , , , , , 
2016,329,BELC,3,2,1,FRI,22,1,8,59,337152,374583,13,30, , , , , , , , , , 
2016,330,ARBC,3,2,2,FRI,22,1,11,25,287981,359152,13,40, , , , , , , , , , 
2016,331,LISC,3,2,5,FRI,22,1,12,54,323386,362167,13,60, , , , , , , , , , 
2016,332,ANTN,3,2,1,FRI,22,1,14,0,317604,396020,13,60, , , , , , , , , , 
2016,333,BELC,3,3,3,FRI,22,1,16,18,330733,371213,12,70, , , , , , , , , , 
2016,334,MIDU,2,2,1,FRI,22,1,17,3,285614,370563,13,30,12,7,1,1,7,10,1,1,1,1
2016,335,MIDU,3,2,1,FRI,22,1,20,25,289909,390405,1,30, , , , , , , , , , 
2016,336,ARND,3,1,2,FRI,22,1,21,14,365134,361206,13,60, , , , , , , , , , 
2016,337,FERO,3,3,1,FRI,22,1,23,1,238360,330618,13,60, , , , , , , , , , 
2016,338,MIDU,1,1,1,SAT,23,1,3,50,288073,367857,13,60,6,4,1,1,4,1,2,1,1,1
2016,339,BELC,3,1,2,SAT,23,1,5,0,336328,373528,13,30, , , , , , , , , , 
2016,340,ARND,2,2,1,SAT,23,1,13,55,344203,367459,13,60,1,1,1,1,2,1,1,1,1,1
2016,341,FERO,3,3,3,SAT,23,1,14,28,224107,343924,13,30, , , , , , , , , , 
2016,342,ARBC,3,2,1,SAT,23,1,14,55,301190,354240,13,40, , , , , , , , , , 
2016,343,LISC,3,2,4,FRI,22,1,23,0,322299,372068,13,60, , , , , , , , , , 
2016,344,ARBC,3,2,2,SAT,23,1,16,45,307625,353585,13,60, , , , , , , , , , 
2016,345,BELC,3,2,1,SAT,23,1,17,0,330829,376591,13,30, , , , , , , , , , 
2016,346,ARBC,3,2,2,SAT,23,1,19,0,300259,352557,13,30, , , , , , , , , , 
2016,347,NEMD,3,1,1,SAT,23,1,19,10,310627,323272,13,60, , , , , , , , , , 
2016,348,ARBC,3,1,1,SUN,24,1,1,50,300856,353722,2,30, , , , , , , , , , 
2016,349,FERO,3,1,2,SUN,24,1,2,10,245114,372644,13,30, , , , , , , , , , 
2016,350,CCGL,2,2,4,SUN,24,1,11,9,272644,425393,13,50,1,1,1,1,3,1,2,1,1,1
2016,351,FERO,1,1,1,SUN,24,1,12,45,212410,338657,13,60,1,1,1,1,2,9,2,1,1,1
2016,352,MIDU,3,1,1,SUN,24,1,13,30,285953,364380,13,60, , , , , , , , , , 
2016,353,ARND,3,2,3,SUN,24,1,14,5,350318,372884,13,60, , , , , , , , , , 
2016,354,CCGL,3,2,1,SUN,24,1,15,59,285986,431825,13,40, , , , , , , , , , 
2016,355,NEMD,3,1,1,SUN,24,1,17,20,350544,343471,13,60, , , , , , , , , , 
2016,356,NEMD,3,2,1,SUN,24,1,13,50,335642,334020,13,60, , , , , , , , , , 
2016,357,BELC,3,1,1,SUN,24,1,18,53,327877,370844,13,30, , , , , , , , , , 
2016,358,DCST,3,2,1,SUN,24,1,20,35,244190,416464,13,30, , , , , , , , , , 
2016,359,ARBC,3,1,1,MON,25,1,2,28,305510,360113,12,70, , , , , , , , , , 
2016,360,DCST,3,1,1,MON,25,1,5,0,235754,397247,13,60, , , , , , , , , , 
2016,361,NEMD,3,1,1,MON,25,1,7,45,346411,357179,13,60, , , , , , , , , , 
2016,362,ARND,3,3,1,MON,25,1,8,0,344961,380868,13,50, , , , , , , , , , 
2016,363,BELC,3,2,3,MON,25,1,8,57,331744,369487,13,30, , , , , , , , , , 
2016,364,FERO,3,2,3,MON,25,1,10,0,260354,371204,13,60, , , , , , , , , , 
2016,365,ARBC,2,2,1,MON,25,1,11,45,308497,358605,13,30,10,7,1,1,1,1,1,1,1,1
2016,366,LISC,3,2,1,MON,25,1,11,50,321795,359481,13,60, , , , , , , , , , 
2016,367,ARBC,2,1,1,MON,25,1,12,25,312598,339972,13,60,12,7,1,1,2,1,2,1,1,1
2016,368,NEMD,3,1,1,MON,25,1,13,50,350899,347312,13,60, , , , , , , , , , 
2016,369,CCGL,3,1,1,MON,25,1,17,17,296792,431568,13,60, , , , , , , , , , 
2016,370,NEMD,3,1,3,MON,25,1,17,30,313185,320456,13,60, , , , , , , , , , 
2016,371,NEMD,3,2,1,MON,25,1,16,45,308470,325941,13,30, , , , , , , , , , 
2016,372,BELC,2,1,1,MON,25,1,19,10,335753,371980,13,30,12,7,1,1,4,1,1,1,1,2
2016,373,MIDU,3,2,2,TUE,26,1,6,56,290464,390403,13,30, , , , , , , , , , 
2016,374,FERO,2,2,3,TUE,26,1,7,20,239630,367171,13,60,10,7,1,1,7,10,1,1,1,1
2016,375,MEAN,3,2,2,TUE,26,1,8,32,307458,402128,13,60, , , , , , , , , , 
2016,376,LISC,3,2,2,TUE,26,1,9,0,327558,367881,13,30, , , , , , , , , , 
2016,377,DCST,3,2,1,TUE,26,1,8,0,245028,415922,13,30, , , , , , , , , , 
2016,378,FERO,3,1,1,TUE,26,1,8,50,224443,344445,13,30, , , , , , , , , , 
2016,379,NEMD,3,1,1,TUE,26,1,8,45,321136,328923,13,30, , , , , , , , , , 
2016,380,LISC,3,2,1,TUE,26,1,10,42,327391,363273,12,70, , , , , , , , , , 
2016,381,ANTN,3,1,1,TUE,26,1,11,2,328149,388916,13,60, , , , , , , , , , 
2016,382,MIDU,3,2,2,TUE,26,1,11,15,285940,365423,13,60, , , , , , , , , , 
2016,383,FERO,3,1,1,TUE,26,1,12,0,244817,372551,2,30, , , , , , , , , , 
2016,384,BELC,3,1,2,TUE,26,1,15,10,332054,373986,13,30, , , , , , , , , , 
2016,385,BELC,3,2,1,TUE,26,1,16,12,338596,374626,11,30, , , , , , , , , , 
2016,386,LISC,2,2,1,TUE,26,1,18,42,336592,370208,13,40,12,7,1,9,4,1,2,1,1,1
2016,387,BELC,3,3,5,TUE,26,1,19,41,332671,374269,13,30, , , , , , , , , , 
2016,388,BELC,3,2,2,WED,27,1,7,0,335894,374770,13,60, , , , , , , , , , 
2016,389,FERO,2,2,1,TUE,26,1,7,20,222574,350862,13,60,1,1,1,1,2,2,2,1,1,1
2016,390,LISC,3,2,1,WED,27,1,8,0,327596,366695,13,40, , , , , , , , , , 
2016,391,CCGL,3,2,2,WED,27,1,8,41,288915,429741,13,60, , , , , , , , , , 
2016,392,LISC,3,2,1,WED,27,1,8,30,336606,366206,13,50, , , , , , , , , , 
2016,393,CCGL,3,1,1,WED,27,1,8,50,294727,425887,13,30, , , , , , , , , , 
2016,394,FERO,3,2,1,WED,27,1,11,26,245231,373097,13,30, , , , , , , , , , 
2016,395,LISC,3,1,1,WED,27,1,12,9,330573,366999,13,60, , , , , , , , , , 
2016,396,BELC,3,2,2,WED,27,1,12,30,333996,373960,2,30, , , , , , , , , , 
2016,397,ARBC,3,2,1,WED,27,1,13,23,307974,357860,13,30, , , , , , , , , , 
2016,398,ANTN,3,3,1,WED,27,1,14,30,313464,378814,13,60, , , , , , , , , , 
2016,399,DCST,3,2,2,WED,27,1,14,43,244030,418879,13,30, , , , , , , , , , 
2016,400,BELC,3,1,1,WED,27,1,14,55,335757,373111,13,30, , , , , , , , , , 
2016,401,CCGL,3,2,1,WED,27,1,15,48,285976,431816,11,40, , , , , , , , , , 
2016,402,ANTN,3,2,1,WED,27,1,16,20,316714,389031,1,60, , , , , , , , , , 
2016,403,ARND,3,2,1,WED,27,1,17,35,349980,379388,13,30, , , , , , , , , , 
2016,404,DCST,3,2,1,WED,27,1,19,20,243430,417549,13,30, , , , , , , , , , 
2016,405,ARND,3,2,1,WED,27,1,8,0,360000,352775,13,60, , , , , , , , , , 
2016,406,BELC,3,2,1,FRI,22,1,13,30,336116,371758,13,30, , , , , , , , , , 
2016,407,FERO,3,1,1,WED,27,1,21,0,212593,335899,13,60, , , , , , , , , , 
2016,408,MIDU,3,1,1,WED,27,1,14,10,285301,400426,13,30, , , , , , , , , , 
2016,409,NEMD,3,2,1,THU,28,1,9,0,308469,325953,13,30, , , , , , , , , , 
2016,410,FERO,3,2,3,THU,28,1,12,6,237311,330951,13,60, , , , , , , , , , 
2016,411,FERO,3,2,2,THU,28,1,12,12,237187,331506,13,60, , , , , , , , , , 
2016,412,NEMD,2,2,2,THU,28,1,14,24,308738,327957,13,40,1,1,1,1,3,2,2,1,1,1
2016,413,NEMD,3,1,1,THU,28,1,14,38,339110,342828,13,60, , , , , , , , , , 
2016,414,ARBC,1,2,3,THU,28,1,15,25,295036,349067,13,60,1,1,1,1,2,1,2,1,1,1
2016,415,BELC,3,1,1,WED,27,1,14,30,331579,373069,13,30, , , , , , , , , , 
2016,416,BELC,3,2,1,THU,28,1,16,36,336626,374280,13,30, , , , , , , , , , 
2016,417,MIDU,2,2,4,THU,28,1,18,5,285941,365421,13,40,6,4,1,1,7,2,2,1,1,1
2016,418,ARND,3,2,1,THU,28,1,19,30,351882,380140,13,30, , , , , , , , , , 
2016,419,BELC,3,1,1,THU,28,1,22,0,330376,376028,13,30, , , , , , , , , , 
2016,420,BELC,3,1,1,FRI,29,1,6,0,333665,371867,13,30, , , , , , , , , , 
2016,421,MIDU,3,1,1,FRI,29,1,6,24,285674,399828,13,60, , , , , , , , , , 
2016,422,NEMD,3,1,1,FRI,29,1,6,40,346655,342220,13,60, , , , , , , , , , 
2016,423,MEAN,2,1,1,FRI,29,1,7,30,315147,399678,13,60,1,1,1,1,6,5,2,1,3,1
2016,424,DCST,3,2,1,FRI,29,1,8,45,234107,391264,13,60, , , , , , , , , , 
2016,425,BELC,3,3,1,FRI,29,1,10,4,333573,373598,2,30, , , , , , , , , , 
2016,426,DCST,3,2,1,FRI,29,1,11,30,243095,417183,13,30, , , , , , , , , , 
2016,427,ARND,3,2,2,FRI,29,1,12,4,341830,367583,13,60, , , , , , , , , , 
2016,428,NEMD,3,3,1,FRI,29,1,12,0,339165,349183,13,60, , , , , , , , , , 
2016,429,BELC,3,2,2,FRI,29,1,14,0,328101,369348,13,30, , , , , , , , , , 
2016,430,BELC,3,2,2,FRI,29,1,15,2,334337,375675,12,70, , , , , , , , , , 
2016,431,ANTN,3,2,1,FRI,29,1,13,0,314559,387882,13,40, , , , , , , , , , 
2016,432,BELC,3,2,1,FRI,29,1,14,45,330899,371327,14,30, , , , , , , , , , 
2016,433,BELC,3,2,1,FRI,29,1,15,14,333419,374328,13,30, , , , , , , , , , 
2016,434,CCGL,3,2,1,FRI,29,1,16,50,284069,432791,1,30, , , , , , , , , , 
2016,435,LISC,3,2,1,FRI,29,1,7,45,326106,364761,13,30, , , , , , , , , , 
2016,436,ARBC,3,2,1,FRI,29,1,18,0,307801,354172,13,60, , , , , , , , , , 
2016,437,DCST,3,2,1,FRI,29,1,19,26,242184,419314,13,30, , , , , , , , , , 
2016,438,ANTN,3,2,2,FRI,29,1,23,51,324293,389307,13,60, , , , , , , , , , 
2016,439,NEMD,3,2,1,SAT,30,1,0,11,308634,325982,13,30, , , , , , , , , , 
2016,440,FERO,3,1,1,SAT,30,1,1,55,225282,341983,13,60, , , , , , , , , , 
2016,441,DCST,2,1,1,SAT,30,1,2,30,235874,381168,13,60,12,7,1,1,6,1,2,1,1,1
2016,442,BELC,2,1,1,SAT,30,1,3,19,332054,373635,13,30,1,1,1,1,4,2,2,1,1,1
2016,443,MEAN,3,1,1,SAT,30,1,6,56,311811,405041,13,70, , , , , , , , , , 
2016,444,MIDU,2,2,3,SAT,30,1,7,17,258804,359751,13,60,1,1,1,1,7,10,3,1,1,1
2016,445,LISC,3,1,2,SAT,30,1,7,54,315777,362980,13,65, , , , , , , , , , 
2016,446,BELC,3,2,1,SAT,30,1,8,58,329058,368722,13,30, , , , , , , , , , 
2016,447,DCST,3,1,1,SAT,30,1,9,20,251880,408902,13,60, , , , , , , , , , 
2016,448,FERO,3,2,1,SAT,30,1,10,55,222044,342895,13,40, , , , , , , , , , 
2016,449,ANTN,3,2,4,SAT,30,1,11,19,316211,377048,13,60, , , , , , , , , , 
2016,450,DCST,3,2,1,SAT,30,1,11,0,243495,419086,13,30, , , , , , , , , , 
2016,451,CCGL,3,1,1,SAT,30,1,15,59,294894,425824,13,30, , , , , , , , , , 
2016,452,ARND,3,1,1,SAT,30,1,17,50,349778,375802,11,50, , , , , , , , , , 
2016,453,NEMD,3,1,1,SAT,30,1,18,15,306144,334812,13,60, , , , , , , , , , 
2016,454,BELC,3,2,2,SAT,30,1,19,26,334898,374416,2,30, , , , , , , , , , 
2016,455,MIDU,3,1,1,SAT,30,1,21,14,276167,379577,13,60, , , , , , , , , , 
2016,456,MIDU,3,1,2,SAT,30,1,23,52,270891,362870,13,60, , , , , , , , , , 
2016,457,NEMD,3,2,1,SUN,31,1,9,37,348665,344870,13,30, , , , , , , , , , 
2016,458,NEMD,3,2,2,SUN,31,1,12,0,334762,352324,13,60, , , , , , , , , , 
2016,459,BELC,3,3,1,SUN,31,1,12,55,332712,372346,13,30, , , , , , , , , , 
2016,460,LISC,3,2,1,SUN,31,1,13,38,326432,364266,2,30, , , , , , , , , , 
2016,461,NEMD,3,1,1,SUN,31,1,14,0,299426,330168,13,60, , , , , , , , , , 
2016,462,BELC,3,2,1,SAT,23,1,13,40,340649,373934,13,30, , , , , , , , , , 
2016,463,ARND,2,1,1,SUN,31,1,14,25,357368,369426,13,60,1,1,1,1,2,2,2,1,1,1
2016,464,NEMD,3,2,2,SUN,31,1,14,50,303728,317777,13,40, , , , , , , , , , 
2016,465,ARBC,3,2,2,SUN,31,1,17,16,325090,350132,13,30, , , , , , , , , , 
2016,466,ARND,3,2,2,SUN,31,1,18,4,350040,379355,11,30, , , , , , , , , , 
2016,467,NEMD,2,2,1,SUN,31,1,18,45,308504,326936,2,30,1,1,1,1,4,1,2,1,1,1
2016,468,MEAN,3,2,2,SUN,31,1,19,0,307681,404616,13,60, , , , , , , , , , 
2016,469,ARBC,3,1,2,SUN,31,1,20,28,313988,346649,13,60, , , , , , , , , , 
2016,470,ARND,3,2,1,SUN,31,1,20,51,350114,379974,11,30, , , , , , , , , , 
2016,471,ARND,3,2,1,SAT,30,1,14,5,359391,377435,13,60, , , , , , , , , , 
2016,472,CCGL,3,1,1,MON,1,2,1,45,304501,419928,13,40, , , , , , , , , , 
2016,473,ANTN,3,1,1,MON,1,2,8,9,309846,389576,1,40, , , , , , , , , , 
2016,474,MIDU,3,2,1,MON,1,2,8,14,285388,383078,13,40, , , , , , , , , , 
2016,475,MIDU,3,2,2,MON,1,2,8,42,285905,383639,13,30, , , , , , , , , , 
2016,476,ANTN,3,4,3,MON,1,2,9,3,329527,383863,13,70, , , , , , , , , , 
2016,477,MIDU,3,1,1,SUN,31,1,10,50,263077,357462,13,30, , , , , , , , , , 
2016,478,MIDU,3,1,1,MON,1,2,10,6,284165,365886,13,30, , , , , , , , , , 
2016,479,LISC,3,2,1,MON,1,2,7,35,325186,364884,13,30, , , , , , , , , , 
2016,480,BELC,3,1,1,MON,1,2,10,0,333434,373562,13,20, , , , , , , , , , 
2016,481,MIDU,3,1,1,MON,1,2,11,10,289925,390960,13,30, , , , , , , , , , 
2016,482,NEMD,3,2,2,MON,1,2,11,45,307078,325708,11,70, , , , , , , , , , 
2016,483,BELC,3,2,1,MON,1,2,10,15,332068,373117,13,30, , , , , , , , , , 
2016,484,ARND,3,3,1,MON,1,2,12,15,348900,372911,13,40, , , , , , , , , , 
2016,485,LISC,3,1,1,MON,1,2,14,0,334852,369399,13,30, , , , , , , , , , 
2016,486,BELC,3,3,4,MON,1,2,16,20,330390,373955,13,30, , , , , , , , , , 
2016,487,LISC,3,2,1,MON,1,2,16,25,327212,364530,13,30, , , , , , , , , , 
2016,488,BELC,3,1,1,MON,1,2,16,36,333968,372681,13,30, , , , , , , , , , 
2016,489,BELC,3,2,1,MON,1,2,8,40,337816,374442,13,30, , , , , , , , , , 
2016,490,MEAN,3,3,3,MON,1,2,17,15,310484,403286,2,30, , , , , , , , , , 
2016,491,ARND,3,2,2,MON,1,2,17,30,347037,379010,13,60, , , , , , , , , , 
2016,492,LISC,3,2,1,MON,1,2,17,40,321377,373660,13,60, , , , , , , , , , 
2016,493,BELC,3,2,1,MON,1,2,17,49,336319,372934,13,30, , , , , , , , , , 
2016,494,BELC,3,2,1,MON,1,2,18,30,333681,373050,13,30, , , , , , , , , , 
2016,495,CCGL,3,1,1,MON,1,2,20,20,284993,432065,2,30, , , , , , , , , , 
2016,496,CCGL,2,1,2,MON,1,2,23,8,292075,441425,13,50,1,1,1,1,7,10,1,1,1,1
2016,497,LISC,3,2,1,MON,1,2,22,15,315548,361520,12,70, , , , , , , , , , 
2016,498,CCGL,3,2,1,TUE,2,2,6,16,301777,419239,13,30, , , , , , , , , , 
2016,499,BELC,3,2,1,TUE,2,2,8,34,337710,373982,11,30, , , , , , , , , , 
2016,500,ARBC,3,2,1,TUE,2,2,8,50,289806,344191,13,60, , , , , , , , , , 
2016,501,BELC,3,3,1,TUE,2,2,9,10,330399,377065,13,30, , , , , , , , , , 
2016,502,LISC,3,2,1,TUE,2,2,9,59,327867,363898,12,70, , , , , , , , , , 
2016,503,BELC,3,2,1,TUE,2,2,9,0,334417,372450,13,30, , , , , , , , , , 
2016,504,BELC,3,1,1,TUE,2,2,10,8,333937,373957,2,30, , , , , , , , , , 
2016,505,MEAN,3,2,1,TUE,2,2,12,0,311769,398272,11,70, , , , , , , , , , 
2016,506,MIDU,3,2,1,TUE,2,2,15,8,280345,363448,13,30, , , , , , , , , , 
2016,507,BELC,3,2,1,TUE,2,2,16,15,334214,377747,13,30, , , , , , , , , , 
2016,508,CCGL,3,2,1,TUE,2,2,16,50,278864,418829,13,60, , , , , , , , , , 
2016,509,CCGL,3,2,1,TUE,2,2,17,20,264570,422897,13,60, , , , , , , , , , 
2016,510,FERO,3,3,1,TUE,2,2,17,38,224432,343313,13,40, , , , , , , , , , 
2016,511,NEMD,2,1,1,SUN,31,1,2,19,314193,318118,13,30,1,1,1,1,4,10,1,1,1,2
2016,512,CCGL,3,4,2,TUE,2,2,17,55,265178,423085,13,60, , , , , , , , , , 
2016,513,BELC,3,3,1,TUE,2,2,18,32,330899,371328,14,70, , , , , , , , , , 
2016,514,CCGL,3,1,1,TUE,2,2,19,21,318642,420132,13,60, , , , , , , , , , 
2016,515,BELC,3,2,3,TUE,2,2,14,15,333006,374825,13,30, , , , , , , , , , 
2016,516,BELC,2,2,1,TUE,2,2,20,0,333209,380895,13,30,12,7,1,1,7,10,1,1,1,2
2016,517,BELC,3,2,1,TUE,2,2,23,0,329655,369689,14,30, , , , , , , , , , 
2016,518,MEAN,3,1,2,WED,3,2,5,30,335455,408434,13,50, , , , , , , , , , 
2016,519,NEMD,1,1,1,WED,3,2,5,43,297083,316081,13,60,6,7,1,1,6,1,2,1,1,1
2016,520,ANTN,3,2,1,WED,3,2,8,45,331551,382122,13,30, , , , , , , , , , 
2016,521,NEMD,3,2,1,WED,3,2,10,20,308058,328003,13,30, , , , , , , , , , 
2016,522,BELC,3,2,1,WED,3,2,10,40,334688,371808,13,30, , , , , , , , , , 
2016,523,ARND,3,1,1,WED,3,2,9,5,350926,381323,13,30, , , , , , , , , , 
2016,524,LISC,3,2,1,WED,3,2,12,45,326702,363043,13,30, , , , , , , , , , 
2016,525,BELC,3,2,1,WED,3,2,13,0,334207,374344,2,30, , , , , , , , , , 
2016,526,ANTN,3,1,1,WED,3,2,13,35,310859,392203,13,60, , , , , , , , , , 
2016,527,MIDU,3,2,1,WED,3,2,14,50,272641,369010,13,60, , , , , , , , , , 
2016,528,ANTN,3,3,4,WED,3,2,15,2,334725,380429,13,30, , , , , , , , , , 
2016,529,DCST,3,2,3,WED,3,2,15,0,242545,418868,13,30, , , , , , , , , , 
2016,530,BELC,3,2,5,WED,3,2,17,24,331809,373468,13,30, , , , , , , , , , 
2016,531,BELC,3,2,1,WED,3,2,17,49,331794,372703,12,70, , , , , , , , , , 
2016,532,ARND,3,2,1,WED,3,2,19,0,349166,374054,2,30, , , , , , , , , , 
2016,533,CCGL,3,2,1,WED,3,2,19,53,285731,432664,13,30, , , , , , , , , , 
2016,534,MEAN,2,2,1,WED,3,2,21,18,341131,388711,13,30,12,7,1,1,4,2,2,1,1,1
2016,535,DCST,3,2,1,WED,3,2,21,39,246273,418250,11,50, , , , , , , , , , 
2016,536,ARND,3,2,2,WED,3,2,22,31,348987,374596,13,30, , , , , , , , , , 
2016,537,MEAN,3,4,1,THU,4,2,1,15,306085,396051,13,60, , , , , , , , , , 
2016,538,BELC,3,2,1,THU,4,2,7,40,336301,374237,13,30, , , , , , , , , , 
2016,539,NEMD,3,1,1,THU,4,2,8,44,315616,318370,13,40, , , , , , , , , , 
2016,540,ARBC,3,3,1,THU,4,2,9,28,302124,356124,13,40, , , , , , , , , , 
2016,541,MIDU,3,2,3,THU,4,2,11,15,284985,397609,13,60, , , , , , , , , , 
2016,542,ARBC,3,2,2,THU,4,2,13,59,302629,354148,13,30, , , , , , , , , , 
2016,543,MEAN,3,2,1,THU,4,2,14,40,308058,408213,11,70, , , , , , , , , , 
2016,544,LISC,3,2,3,THU,4,2,15,57,321370,370558,13,30, , , , , , , , , , 
2016,545,LISC,3,2,1,THU,4,2,8,35,342179,374057,13,30, , , , , , , , , , 
2016,546,ARBC,3,2,2,THU,4,2,17,30,286673,351050,13,60, , , , , , , , , , 
2016,547,BELC,3,2,2,THU,4,2,17,40,334460,379042,12,70, , , , , , , , , , 
2016,548,DCST,3,2,1,THU,4,2,17,50,248033,419940,11,60, , , , , , , , , , 
2016,549,BELC,3,2,1,THU,4,2,18,47,329721,369441,12,70, , , , , , , , , , 
2016,550,FERO,3,3,2,THU,4,2,18,49,245199,372651,2,30, , , , , , , , , , 
2016,551,FERO,3,1,1,THU,4,2,16,45,235194,348016,13,30, , , , , , , , , , 
2016,552,BELC,3,2,2,THU,4,2,19,50,337139,374519,13,30, , , , , , , , , , 
2016,553,BELC,3,2,1,THU,4,2,21,35,332445,381470,12,60, , , , , , , , , , 
2016,554,BELC,2,2,2,THU,4,2,21,43,334137,378516,13,30,12,3,1,11,4,1,1,1,1,1
2016,555,BELC,3,2,1,WED,3,2,21,45,339939,373990,13,30, , , , , , , , , , 
2016,556,FERO,2,1,1,FRI,5,2,1,37,240626,367896,13,60,1,1,1,1,6,1,1,1,1,1
2016,557,DCST,3,1,1,FRI,5,2,4,0,247079,416592,13,60, , , , , , , , , , 
2016,558,ANTN,3,1,1,FRI,5,2,6,45,309606,394687,13,60, , , , , , , , , , 
2016,559,ARBC,3,3,1,FRI,5,2,8,50,286119,345789,13,60, , , , , , , , , , 
2016,560,CCGL,3,2,1,FRI,5,2,10,24,264607,420005,13,60, , , , , , , , , , 
2016,561,DCST,3,2,3,FRI,5,2,12,19,246299,418118,11,40, , , , , , , , , , 
2016,562,ANTN,3,2,2,FRI,5,2,12,40,333979,384083,13,40, , , , , , , , , , 
